Unnamed: 0,codice_cliente,Prodotto,Area di Bisogno,Data di Emissione,Premio_Ricorrente,Premio_Unico,Capitale_Rivalutato,Massimale,Stato_Polizza,Data_Scadenza,Canale_Acquisizione,Commissione_Perc,Premio_Totale_Annuo,Commissione_Euro,Costi_Operativi,Margine_Lordo,Importo_Liquidato,Sinistri_Totali,Loss_Ratio
3362.0,11506,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2018-07-08,672.0,,,200000.0,Scaduta,2019-07-08,Rete Diretta Agenziale,0.158,672.0,106,135.06094730470008,431,36310.0,36310,3.0
3363.0,11506,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2015-07-13,295.0,,46939.0,,Attiva,2016-07-13,Rete Diretta Agenziale,0.031,295.0,9,59.84089821241312,226,,0,0.0
3364.0,11508,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-05-22,581.0,,,350000.0,Attiva,2023-05-22,Rete Diretta Agenziale,0.135,581.0,78,94.7035566990132,408,,0,0.0
3365.0,11508,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-08-20,625.0,,,100000.0,Attiva,2024-08-20,Rete Diretta Agenziale,0.132,625.0,82,147.33281761607884,396,,0,0.0
3366.0,11508,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2019-04-17,,33797.0,38303.0,,Attiva,2020-04-17,Rete Diretta Agenziale,0.032,0.0,0,0.0,0,,0,0.0
3367.0,11512,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-08-22,660.0,,,200000.0,Scaduta,2021-08-22,Rete Diretta Agenziale,0.133,660.0,88,150.48613820454395,422,,0,0.0
3368.0,11512,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2004-03-09,,21018.0,40322.0,,Attiva,2005-03-09,Rete Diretta Agenziale,0.028,0.0,0,0.0,0,,0,0.0
3369.0,11512,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2009-12-12,119.0,,45471.0,,Scaduta,2010-12-12,Rete Diretta Agenziale,0.029,119.0,3,28.68710785940783,87,,0,0.0
3370.0,11513,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2014-12-16,626.0,,,100000.0,Scaduta,2015-12-16,Rete Diretta Agenziale,0.134,626.0,84,122.28764799272908,420,,0,0.0
3371.0,11513,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2019-04-01,283.0,,,100000.0,Scaduta,2020-04-01,Rete Diretta Agenziale,0.143,283.0,40,67.24914771825081,176,,0,0.0
3372.0,11513,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2015-05-06,,62075.0,79980.0,,Scaduta,2016-05-06,Rete Diretta Agenziale,0.033,0.0,0,0.0,0,,0,0.0
3373.0,11516,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-01-12,359.0,,,200000.0,Attiva,2023-01-12,Rete Diretta Agenziale,0.159,359.0,57,79.19459767352784,223,,0,0.0
3374.0,11517,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-01-21,671.0,,,350000.0,Attiva,2022-01-21,Rete Diretta Agenziale,0.142,671.0,95,131.83545064935663,444,,0,0.0
3375.0,11518,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-01-01,997.0,,,200000.0,Attiva,2025-01-01,Rete Diretta Agenziale,0.147,997.0,147,196.2833616798204,654,,0,0.0
3376.0,11518,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-09-19,437.0,,,1000000.0,Attiva,2025-09-19,Rete Diretta Agenziale,0.121,437.0,53,108.15595293435628,276,,0,0.0
3377.0,11518,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-10-06,,64567.0,64427.0,,Attiva,2025-10-06,Rete Diretta Agenziale,0.037,0.0,0,0.0,0,,0,0.0
3378.0,11518,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-11-01,244.0,,-344.0,,Attiva,2025-11-01,Rete Diretta Agenziale,0.03,244.0,7,55.79160613626207,181,,0,0.0
3379.0,11520,Polizza Salute e Infortuni: Salute Protetta,Protezione,2019-11-17,525.0,,,100000.0,Attiva,2020-11-17,Rete Diretta Agenziale,0.161,525.0,85,107.26241229736748,333,,0,0.0
3380.0,11520,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2012-08-15,699.0,,,100000.0,Scaduta,2013-08-15,Rete Diretta Agenziale,0.125,699.0,87,132.85560217699663,479,,0,0.0
3381.0,11520,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2020-05-21,193.0,,12430.0,,Scaduta,2021-05-21,Rete Diretta Agenziale,0.032,193.0,6,35.59325004293587,151,,0,0.0
3382.0,11521,Polizza Salute e Infortuni: Salute Protetta,Protezione,2014-07-16,795.0,,,100000.0,Attiva,2015-07-16,Rete Diretta Agenziale,0.15,795.0,119,129.1384653644147,547,,0,0.0
3383.0,11521,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2014-02-01,769.0,,,200000.0,Attiva,2015-02-01,Rete Diretta Agenziale,0.135,769.0,104,188.78226286341635,476,,0,0.0
3384.0,11521,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-06-15,279.0,,889.0,,Attiva,2025-06-15,Rete Diretta Agenziale,0.045,279.0,13,44.45534408679946,222,14238.0,14238,3.0
3385.0,11522,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-02-22,614.0,,,100000.0,Attiva,2025-02-22,Rete Diretta Agenziale,0.159,614.0,98,102.67164539087108,413,,0,0.0
3386.0,11522,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-05-23,321.0,,1267.0,,Attiva,2025-05-23,Rete Diretta Agenziale,0.025,321.0,8,71.16488480776464,242,,0,0.0
3387.0,11523,Polizza Salute e Infortuni: Salute Protetta,Protezione,2012-11-27,331.0,,,100000.0,Attiva,2013-11-27,Rete Diretta Agenziale,0.151,331.0,50,82.6193905253301,198,,0,0.0
3388.0,11523,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2020-04-23,428.0,,,1000000.0,Scaduta,2021-04-23,Rete Diretta Agenziale,0.15,428.0,64,85.33943697898825,279,,0,0.0
3389.0,11523,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-07-14,179.0,,396.0,,Attiva,2025-07-14,Rete Diretta Agenziale,0.028,179.0,5,27.37203574824568,147,,0,0.0
3390.0,11524,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-12-17,746.0,,,350000.0,Attiva,2021-12-17,Rete Diretta Agenziale,0.175,746.0,131,127.99358273836226,487,,0,0.0
3391.0,11524,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2023-01-12,204.0,,4234.0,,Attiva,2024-01-12,Rete Diretta Agenziale,0.036,204.0,7,39.02630242705291,158,1335.0,1335,3.0
3392.0,11524,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-05-07,188.0,,5876.0,,Attiva,2023-05-07,Rete Diretta Agenziale,0.038,188.0,7,46.19438767204967,135,,0,0.0
3393.0,11525,Polizza Salute e Infortuni: Salute Protetta,Protezione,2019-04-16,731.0,,,350000.0,Attiva,2020-04-16,Rete Diretta Agenziale,0.141,731.0,103,119.15407502129764,509,,0,0.0
3394.0,11525,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-01-01,532.0,,,200000.0,Scaduta,2021-01-01,Rete Diretta Agenziale,0.145,532.0,77,127.80791855469695,327,,0,0.0
3395.0,11526,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2012-01-13,751.0,,,100000.0,Scaduta,2013-01-13,Rete Diretta Agenziale,0.121,751.0,91,131.81104084215,528,,0,0.0
3396.0,11527,Polizza Salute e Infortuni: Salute Protetta,Protezione,2018-10-15,456.0,,,350000.0,Scaduta,2019-10-15,Rete Diretta Agenziale,0.125,456.0,57,68.98646165566615,330,,0,0.0
3397.0,11527,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2018-05-15,785.0,,,500000.0,Attiva,2019-05-15,Rete Diretta Agenziale,0.175,785.0,137,124.07081165611372,524,,0,0.0
3398.0,11527,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2018-02-14,296.0,,29048.0,,Attiva,2019-02-14,Rete Diretta Agenziale,0.026,296.0,8,60.74028392996557,227,22667.0,22667,3.0
3399.0,11528,Polizza Salute e Infortuni: Salute Protetta,Protezione,2018-04-10,992.0,,,200000.0,Attiva,2019-04-10,Rete Diretta Agenziale,0.15,992.0,149,244.8582403887856,598,,0,0.0
3400.0,11528,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2010-01-26,766.0,,,1000000.0,Scaduta,2011-01-26,Rete Diretta Agenziale,0.173,766.0,133,142.12221861315942,491,,0,0.0
3401.0,11528,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2011-11-23,209.0,,51042.0,,Attiva,2012-11-23,Rete Diretta Agenziale,0.034,209.0,7,40.34289353454522,162,,0,0.0
3402.0,11529,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2010-03-04,269.0,,81226.0,,Scaduta,2011-03-04,Rete Diretta Agenziale,0.031,269.0,8,60.68831114335988,200,,0,0.0
3403.0,11530,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-03-19,580.0,,,800000.0,Attiva,2023-03-19,Rete Diretta Agenziale,0.16,580.0,93,112.2186469305269,375,,0,0.0
3404.0,11530,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-01-26,,61488.0,62820.0,,Attiva,2025-01-26,Rete Diretta Agenziale,0.046,0.0,0,0.0,0,,0,0.0
3405.0,11530,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-11-03,274.0,,6541.0,,Attiva,2023-11-03,Rete Diretta Agenziale,0.029,274.0,8,67.98285522883414,198,,0,0.0
3406.0,11531,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2015-06-27,522.0,,,200000.0,Attiva,2016-06-27,Rete Diretta Agenziale,0.179,522.0,93,109.68692246097356,319,,0,0.0
3407.0,11532,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2022-02-11,835.0,,,100000.0,Attiva,2023-02-11,Rete Diretta Agenziale,0.154,835.0,129,127.88758766106224,578,,0,0.0
3408.0,11532,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2008-04-11,121.0,,35106.0,,Attiva,2009-04-11,Rete Diretta Agenziale,0.044,121.0,5,19.581044799375928,96,,0,0.0
3409.0,11533,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2020-05-02,,95591.0,115287.0,,Scaduta,2021-05-02,Rete Diretta Agenziale,0.046,0.0,0,0.0,0,,0,0.0
3410.0,11534,Polizza Salute e Infortuni: Salute Protetta,Protezione,2016-04-15,484.0,,,800000.0,Attiva,2017-04-15,Rete Diretta Agenziale,0.13,484.0,63,105.88880455104832,315,1759.0,1759,3.0
3411.0,11536,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-09-28,636.0,,,1000000.0,Attiva,2021-09-28,Rete Diretta Agenziale,0.177,636.0,113,106.76026363190252,416,16625.0,16625,3.0
3412.0,11537,Polizza Salute e Infortuni: Salute Protetta,Protezione,2019-11-26,990.0,,,800000.0,Attiva,2020-11-26,Rete Diretta Agenziale,0.143,990.0,142,198.0940807106842,650,3559.0,3559,3.0
3413.0,11537,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-06-08,546.0,,,1000000.0,Attiva,2025-06-08,Rete Diretta Agenziale,0.142,546.0,78,92.29839202418177,376,,0,0.0
3414.0,11538,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-05-10,473.0,,,100000.0,Attiva,2025-05-10,Rete Diretta Agenziale,0.125,473.0,59,109.6822067106732,304,,0,0.0
3415.0,11538,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2023-02-23,186.0,,3653.0,,Attiva,2024-02-23,Rete Diretta Agenziale,0.031,186.0,6,36.19455912090893,144,,0,0.0
3416.0,11539,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-09-27,565.0,,,100000.0,Attiva,2025-09-27,Rete Diretta Agenziale,0.167,565.0,94,140.82334903291215,330,,0,0.0
3417.0,11539,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-03-27,436.0,,,100000.0,Attiva,2025-03-27,Rete Diretta Agenziale,0.135,436.0,59,83.43744246532688,294,,0,0.0
3418.0,11539,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-08-07,392.0,,556.0,,Attiva,2025-08-07,Rete Diretta Agenziale,0.021,392.0,8,93.87217455179837,290,,0,0.0
3419.0,11540,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-02-28,386.0,,,100000.0,Attiva,2023-02-28,Rete Diretta Agenziale,0.178,386.0,69,79.05081362220857,238,,0,0.0
3420.0,11540,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-05-13,383.0,,,500000.0,Attiva,2023-05-13,Rete Diretta Agenziale,0.158,383.0,61,80.83135801285968,241,,0,0.0
3421.0,11540,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-10-21,117.0,,2969.0,,Attiva,2023-10-21,Rete Diretta Agenziale,0.042,117.0,5,17.952197359849325,94,,0,0.0
3422.0,11542,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-10-06,376.0,,,350000.0,Attiva,2025-10-06,Rete Diretta Agenziale,0.145,376.0,55,75.77448838312421,245,17433.0,17433,3.0
3423.0,11542,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-10-06,717.0,,,1000000.0,Attiva,2023-10-06,Rete Diretta Agenziale,0.17,717.0,122,163.2879819716318,432,,0,0.0
3424.0,11542,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-11-16,,65798.0,65304.0,,Attiva,2025-11-16,Rete Diretta Agenziale,0.045,0.0,0,0.0,0,,0,0.0
3425.0,11542,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-01-20,361.0,,11982.0,,Attiva,2023-01-20,Rete Diretta Agenziale,0.021,361.0,8,61.45633521809994,292,,0,0.0
3426.0,11543,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-12-09,,25886.0,25701.0,,Attiva,2025-12-09,Rete Diretta Agenziale,0.041,0.0,0,0.0,0,,0,0.0
3427.0,11544,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2021-05-16,,76335.0,82204.0,,Attiva,2022-05-16,Rete Diretta Agenziale,0.028,0.0,0,0.0,0,,0,0.0
3428.0,11544,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2022-02-28,267.0,,8744.0,,Attiva,2023-02-28,Rete Diretta Agenziale,0.022,267.0,6,66.21879288628945,195,,0,0.0
3429.0,11545,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-01-19,789.0,,,800000.0,Attiva,2025-01-19,Rete Diretta Agenziale,0.134,789.0,106,189.6225902666729,493,,0,0.0
3430.0,11545,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-05-27,233.0,,6837.0,,Attiva,2023-05-27,Rete Diretta Agenziale,0.04,233.0,9,48.13095687906988,176,,0,0.0
3431.0,11546,Polizza Salute e Infortuni: Salute Protetta,Protezione,2018-11-21,889.0,,,350000.0,Attiva,2019-11-21,Rete Diretta Agenziale,0.152,889.0,135,167.2561796298813,587,,0,0.0
3432.0,11546,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2005-02-14,715.0,,,200000.0,Scaduta,2006-02-14,Rete Diretta Agenziale,0.131,715.0,94,152.00090143063812,469,23895.0,23895,3.0
3433.0,11548,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2021-10-18,537.0,,,350000.0,Attiva,2022-10-18,Rete Diretta Agenziale,0.128,537.0,69,107.45975526897884,361,12801.0,12801,3.0
3434.0,11548,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2022-08-15,361.0,,,200000.0,Attiva,2023-08-15,Rete Diretta Agenziale,0.132,361.0,48,84.14079265518465,229,,0,0.0
3435.0,11548,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2021-07-27,401.0,,16290.0,,Attiva,2022-07-27,Rete Diretta Agenziale,0.03,401.0,12,82.09359958532451,307,,0,0.0
3436.0,11549,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-11-21,704.0,,,100000.0,Attiva,2023-11-21,Rete Diretta Agenziale,0.129,704.0,91,125.08417286604822,488,,0,0.0
3437.0,11549,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-11-22,315.0,,,1000000.0,Attiva,2025-11-22,Rete Diretta Agenziale,0.149,315.0,47,75.789088951032,192,,0,0.0
3438.0,11549,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-02-23,126.0,,895.0,,Attiva,2025-02-23,Rete Diretta Agenziale,0.034,126.0,4,26.47053677246693,96,,0,0.0
3439.0,11550,Polizza Salute e Infortuni: Salute Protetta,Protezione,2017-08-21,341.0,,,100000.0,Attiva,2018-08-21,Rete Diretta Agenziale,0.167,341.0,57,73.31756872930067,211,5794.0,5794,3.0
3440.0,11550,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2016-04-21,326.0,,,500000.0,Attiva,2017-04-21,Rete Diretta Agenziale,0.161,326.0,52,60.3346177960141,214,,0,0.0
3441.0,11551,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-12-21,577.0,,,800000.0,Attiva,2023-12-21,Rete Diretta Agenziale,0.13,577.0,75,127.00079977773449,375,18746.0,18746,3.0
3442.0,11551,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2023-01-24,670.0,,,100000.0,Attiva,2024-01-24,Rete Diretta Agenziale,0.163,670.0,109,107.4500405572805,454,15422.0,15422,3.0
3443.0,11552,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-11-03,962.0,,,350000.0,Attiva,2024-11-03,Rete Diretta Agenziale,0.137,962.0,132,185.22473742736065,645,,0,0.0
3444.0,11553,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2018-03-05,938.0,,,200000.0,Attiva,2019-03-05,Rete Diretta Agenziale,0.153,938.0,144,174.62318095482897,619,,0,0.0
3445.0,11553,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2019-06-08,,65052.0,76915.0,,Attiva,2020-06-08,Rete Diretta Agenziale,0.035,0.0,0,0.0,0,,0,0.0
3446.0,11553,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-12-10,392.0,,20176.0,,Attiva,2021-12-10,Rete Diretta Agenziale,0.036,392.0,14,78.23633437099275,300,,0,0.0
3447.0,11554,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2007-04-14,699.0,,,200000.0,Attiva,2008-04-14,Rete Diretta Agenziale,0.178,699.0,124,110.0027362681832,465,,0,0.0
3448.0,11555,Polizza Salute e Infortuni: Salute Protetta,Protezione,2012-04-13,882.0,,,800000.0,Attiva,2013-04-13,Rete Diretta Agenziale,0.178,882.0,157,211.72857616764213,513,,0,0.0
3449.0,11555,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-10-13,771.0,,,100000.0,Attiva,2025-10-13,Rete Diretta Agenziale,0.152,771.0,117,157.518892208826,496,,0,0.0
3450.0,11556,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-01-21,358.0,,,100000.0,Attiva,2023-01-21,Rete Diretta Agenziale,0.148,358.0,53,68.88377472998714,236,,0,0.0
3451.0,11556,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-12-14,539.0,,,500000.0,Attiva,2024-12-14,Rete Diretta Agenziale,0.178,539.0,96,102.7074711804351,340,,0,0.0
3452.0,11556,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2022-03-07,,60129.0,65192.0,,Attiva,2023-03-07,Rete Diretta Agenziale,0.038,0.0,0,0.0,0,,0,0.0
3453.0,11556,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-03-23,189.0,,6297.0,,Attiva,2023-03-23,Rete Diretta Agenziale,0.027,189.0,5,30.108835678228303,154,,0,0.0
3454.0,11557,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2016-06-02,,37451.0,52831.0,,Scaduta,2017-06-02,Rete Diretta Agenziale,0.031,0.0,0,0.0,0,,0,0.0
3455.0,11557,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2007-05-09,181.0,,55245.0,,Attiva,2008-05-09,Rete Diretta Agenziale,0.028,181.0,5,29.84099400612645,146,,0,0.0
3456.0,11557,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-02-22,126.0,,4431.0,,Attiva,2023-02-22,Rete Diretta Agenziale,0.038,126.0,5,28.4587166088102,93,,0,0.0
3457.0,11558,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-05-28,330.0,,,200000.0,Attiva,2022-05-28,Rete Diretta Agenziale,0.127,330.0,42,55.31010094022612,233,,0,0.0
3458.0,11558,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2019-04-28,600.0,,,100000.0,Attiva,2020-04-28,Rete Diretta Agenziale,0.171,600.0,103,110.61520147221738,386,,0,0.0
3459.0,11559,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-02-22,387.0,,,1000000.0,Attiva,2023-02-22,Rete Diretta Agenziale,0.168,387.0,65,96.6604130881974,225,2447.0,2447,3.0
3460.0,11562,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-12-14,778.0,,,350000.0,Attiva,2024-12-14,Rete Diretta Agenziale,0.174,778.0,135,125.99023329277564,517,,0,0.0
3461.0,11562,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2023-10-19,601.0,,,1000000.0,Attiva,2024-10-19,Rete Diretta Agenziale,0.173,601.0,104,132.1494165133497,365,,0,0.0
3462.0,11562,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-06-05,287.0,,1016.0,,Attiva,2025-06-05,Rete Diretta Agenziale,0.024,287.0,7,61.47254372450842,219,,0,0.0
3463.0,11563,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,1998-10-14,199.0,,138456.0,,Scaduta,1999-10-14,Rete Diretta Agenziale,0.03,199.0,6,40.68578857263545,152,,0,0.0
3464.0,11564,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-08-24,600.0,,,800000.0,Attiva,2022-08-24,Rete Diretta Agenziale,0.123,600.0,74,113.73745228413404,412,,0,0.0
3465.0,11564,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-08-26,258.0,,,100000.0,Attiva,2023-08-26,Rete Diretta Agenziale,0.15,258.0,39,39.546334890024085,179,,0,0.0
3466.0,11565,Polizza Salute e Infortuni: Salute Protetta,Protezione,2014-07-05,669.0,,,100000.0,Scaduta,2015-07-05,Rete Diretta Agenziale,0.164,669.0,110,144.5777548562468,414,,0,0.0
3467.0,11565,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2020-05-03,232.0,,15479.0,,Attiva,2021-05-03,Rete Diretta Agenziale,0.049,232.0,11,36.83019211438784,184,,0,0.0
3468.0,11568,Polizza Salute e Infortuni: Salute Protetta,Protezione,2014-09-24,488.0,,,100000.0,Scaduta,2015-09-24,Rete Diretta Agenziale,0.127,488.0,62,121.292324194302,305,,0,0.0
3469.0,11568,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2015-07-19,773.0,,,200000.0,Scaduta,2016-07-19,Rete Diretta Agenziale,0.132,773.0,102,133.98323491586976,537,,0,0.0
3470.0,11568,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2002-04-24,,98965.0,202612.0,,Attiva,2003-04-24,Rete Diretta Agenziale,0.046,0.0,0,0.0,0,,0,0.0
3471.0,11569,Polizza Salute e Infortuni: Salute Protetta,Protezione,2016-08-27,355.0,,,800000.0,Scaduta,2017-08-27,Rete Diretta Agenziale,0.14,355.0,50,70.5831778701573,234,,0,0.0
3472.0,11569,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-08-11,480.0,,,200000.0,Attiva,2024-08-11,Rete Diretta Agenziale,0.156,480.0,75,115.65754366610804,289,,0,0.0
3473.0,11570,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-02-27,190.0,,1305.0,,Attiva,2025-02-27,Rete Diretta Agenziale,0.049,190.0,9,36.25239697186875,145,,0,0.0
3474.0,11571,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2023-06-03,324.0,,5261.0,,Attiva,2024-06-03,Rete Diretta Agenziale,0.048,324.0,16,74.69854514777438,233,,0,0.0
3475.0,11572,Polizza Salute e Infortuni: Salute Protetta,Protezione,2010-11-17,387.0,,,350000.0,Scaduta,2011-11-17,Rete Diretta Agenziale,0.124,387.0,48,80.61353576596011,258,19213.0,19213,3.0
3476.0,11572,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2016-12-26,450.0,,,500000.0,Attiva,2017-12-26,Rete Diretta Agenziale,0.147,450.0,66,76.96009255800867,307,1900.0,1900,3.0
3477.0,11572,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2011-06-17,69.0,,21142.0,,Scaduta,2012-06-17,Rete Diretta Agenziale,0.035,69.0,2,16.66626895079349,50,,0,0.0
3478.0,11574,Polizza Salute e Infortuni: Salute Protetta,Protezione,2014-01-19,973.0,,,100000.0,Attiva,2015-01-19,Rete Diretta Agenziale,0.126,973.0,123,233.8428876713928,616,,0,0.0
3479.0,11574,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-05-20,379.0,,,200000.0,Attiva,2023-05-20,Rete Diretta Agenziale,0.122,379.0,46,67.53950347450213,265,,0,0.0
3480.0,11574,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2023-07-12,,10522.0,11028.0,,Attiva,2024-07-12,Rete Diretta Agenziale,0.034,0.0,0,0.0,0,,0,0.0
3481.0,11576,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-11-03,708.0,,,800000.0,Attiva,2023-11-03,Rete Diretta Agenziale,0.161,708.0,114,140.56108681332637,453,,0,0.0
3482.0,11576,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2019-11-28,339.0,,,200000.0,Attiva,2020-11-28,Rete Diretta Agenziale,0.159,339.0,54,69.84914058149646,215,,0,0.0
3483.0,11576,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2018-09-05,177.0,,16709.0,,Scaduta,2019-09-05,Rete Diretta Agenziale,0.02,177.0,4,40.76439540609051,132,13074.0,13074,3.0
3484.0,11577,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-01-24,375.0,,,350000.0,Attiva,2023-01-24,Rete Diretta Agenziale,0.138,375.0,52,56.76693771583619,266,,0,0.0
3485.0,11577,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-11-07,748.0,,,1000000.0,Attiva,2021-11-07,Rete Diretta Agenziale,0.167,748.0,125,160.93237111997442,462,,0,0.0
3486.0,11577,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2015-09-06,121.0,,17206.0,,Scaduta,2016-09-06,Rete Diretta Agenziale,0.033,121.0,4,18.161929605407284,99,,0,0.0
3487.0,11578,Polizza Salute e Infortuni: Salute Protetta,Protezione,2017-04-01,723.0,,,200000.0,Attiva,2018-04-01,Rete Diretta Agenziale,0.135,723.0,98,124.34534358595754,501,,0,0.0
