codice_cliente,Data_Interazione,Tipo_Interazione,Motivo,Durata_Minuti,Esito,Note,Conversione
11184,2025-06-22,Chiamata Telefonica,Modifica Polizza,30.0,Positivo,,False
11184,2025-07-24,Chiamata Telefonica,Richiesta Info Prodotto,5.0,Positivo,,False
11184,2025-08-26,App Mobile,Consulenza,3.0,Positivo,,False
11185,2024-02-05,Email,Rinnovo,18.0,Negativo,,False
11185,2025-08-23,Chat Online,Reclamo,5.0,Neutrale,,False
11185,2025-10-26,Chiamata Telefonica,Modifica Polizza,7.0,Neutrale,,False
11186,2024-09-02,Email,Sinistro,30.0,Positivo,,False
11186,2025-01-11,App Mobile,Sinistro,2.0,Positivo,,False
11187,2024-03-30,Email,Sinistro,31.0,Positivo,Richiesta follow-up,False
11187,2025-04-09,Visita Agente,Pagamento Premio,6.0,Positivo,,False
11187,2025-10-23,Visita Agente,Pagamento Premio,15.0,Positivo,,False
11188,2024-01-21,Chiamata Telefonica,Sinistro,9.0,Negativo,,False
11189,2024-09-05,Chat Online,Consulenza,24.0,Positivo,Da ricontattare,False
11189,2025-07-30,Email,Modifica Polizza,39.0,Positivo,,False
11189,2025-09-28,Chat Online,Richiesta Info Prodotto,3.0,Positivo,Cliente interessato,True
11190,2025-05-14,Email,Sinistro,,Negativo,,False
11191,2023-12-16,Chiamata Telefonica,Consulenza,49.0,Positivo,Da ricontattare,False
11191,2024-03-28,Chat Online,Richiesta Preventivo,,Neutrale,,False
11191,2024-07-22,Chiamata Telefonica,Richiesta Info Prodotto,11.0,Negativo,,False
11191,2024-11-15,Chiamata Telefonica,Pagamento Premio,5.0,Positivo,,False
11191,2025-04-04,Visita Agente,Pagamento Premio,4.0,Positivo,,False
11191,2025-09-10,App Mobile,Rinnovo,11.0,Positivo,Cliente interessato,False
11192,2023-12-20,Chiamata Telefonica,Consulenza,6.0,Positivo,Cliente interessato,False
11192,2024-02-22,Visita Agente,Pagamento Premio,4.0,Neutrale,,False
11192,2024-11-16,Visita Agente,Rinnovo,,Neutrale,,False
11192,2024-12-16,Visita Agente,Pagamento Premio,,Positivo,Richiesta follow-up,False
11193,2024-02-09,Chiamata Telefonica,Reclamo,1.0,Positivo,,False
11193,2024-06-16,Email,Modifica Polizza,11.0,Positivo,Cliente interessato,False
11193,2025-01-02,Chiamata Telefonica,Modifica Polizza,,Positivo,,False
11193,2025-01-19,Chiamata Telefonica,Reclamo,16.0,Positivo,Richiesta follow-up,False
11193,2025-11-27,Visita Agente,Modifica Polizza,,Positivo,Da ricontattare,False
11194,2024-01-17,Chiamata Telefonica,Richiesta Info Prodotto,0.0,Positivo,,False
11194,2024-08-27,Email,Pagamento Premio,11.0,Neutrale,Cliente interessato,False
11194,2024-11-16,Visita Agente,Rinnovo,,Positivo,,False
11194,2025-03-26,Email,Reclamo,5.0,Positivo,Richiesta follow-up,False
11195,2024-03-08,Chiamata Telefonica,Consulenza,5.0,Positivo,,False
11195,2024-07-21,Chiamata Telefonica,Sinistro,,Neutrale,Da ricontattare,False
11195,2024-09-20,Email,Reclamo,33.0,Positivo,Cliente interessato,False
11195,2024-12-08,App Mobile,Consulenza,1.0,Positivo,,False
11195,2025-07-01,Email,Modifica Polizza,,Positivo,,False
11196,2024-05-02,Visita Agente,Modifica Polizza,,Positivo,,False
11196,2025-10-13,Chiamata Telefonica,Richiesta Preventivo,17.0,Neutrale,,False
11197,2024-06-01,Email,Richiesta Info Prodotto,5.0,Neutrale,,False
11197,2024-09-07,Chiamata Telefonica,Modifica Polizza,,Negativo,,False
11197,2025-03-15,Chat Online,Richiesta Info Prodotto,26.0,Neutrale,,False
11198,2024-02-03,Email,Modifica Polizza,3.0,Positivo,,False
11198,2024-04-08,Visita Agente,Pagamento Premio,1.0,Positivo,,False
11198,2024-07-06,Chat Online,Richiesta Info Prodotto,9.0,Positivo,Da ricontattare,False
11198,2025-04-26,Visita Agente,Consulenza,40.0,Negativo,Da ricontattare,False
11199,2025-02-22,Chiamata Telefonica,Richiesta Info Prodotto,2.0,Positivo,,False
11199,2025-07-07,Chiamata Telefonica,Modifica Polizza,32.0,Positivo,Da ricontattare,False
11201,2024-06-16,Chiamata Telefonica,Richiesta Info Prodotto,,Neutrale,,False
11201,2024-06-25,Visita Agente,Pagamento Premio,25.0,Positivo,,False
11201,2025-01-06,Email,Richiesta Info Prodotto,5.0,Positivo,,True
11201,2025-03-09,Chiamata Telefonica,Rinnovo,27.0,Positivo,,False
11201,2025-08-20,Email,Richiesta Info Prodotto,2.0,Positivo,,False
11202,2024-05-30,Chat Online,Consulenza,7.0,Neutrale,Richiesta follow-up,False
11202,2025-03-27,Visita Agente,Rinnovo,12.0,Positivo,,False
11202,2025-07-28,Email,Richiesta Info Prodotto,,Positivo,,False
11202,2025-10-08,Chiamata Telefonica,Consulenza,,Positivo,Richiesta follow-up,False
11203,2024-03-16,Chiamata Telefonica,Consulenza,,Neutrale,,False
11203,2024-07-10,Chiamata Telefonica,Sinistro,5.0,Neutrale,Richiesta follow-up,False
11203,2025-11-27,Email,Rinnovo,15.0,Positivo,,False
11204,2024-04-14,App Mobile,Modifica Polizza,13.0,Positivo,,False
11204,2024-07-19,Email,Modifica Polizza,,Positivo,Richiesta follow-up,False
11204,2025-02-13,Chiamata Telefonica,Richiesta Info Prodotto,14.0,Negativo,Da ricontattare,False
11204,2025-04-22,Chiamata Telefonica,Richiesta Info Prodotto,17.0,Neutrale,,False
11205,2024-01-27,Visita Agente,Pagamento Premio,,Positivo,Richiesta follow-up,False
11205,2024-03-31,Visita Agente,Sinistro,11.0,Positivo,,False
11205,2024-04-28,Email,Richiesta Info Prodotto,26.0,Positivo,Cliente interessato,True
11205,2024-06-05,Visita Agente,Richiesta Info Prodotto,10.0,Positivo,,True
11205,2025-08-26,Email,Reclamo,0.0,Negativo,Da ricontattare,False
11206,2024-05-28,Visita Agente,Sinistro,,Positivo,Richiesta follow-up,False
11206,2024-06-26,Email,Rinnovo,,Negativo,Da ricontattare,False
11206,2025-02-22,Email,Rinnovo,15.0,Positivo,,False
11206,2025-05-10,Chiamata Telefonica,Sinistro,,Positivo,Cliente interessato,False
11207,2024-06-07,App Mobile,Richiesta Preventivo,0.0,Positivo,Richiesta follow-up,True
11207,2024-09-02,App Mobile,Consulenza,0.0,Neutrale,,False
11207,2024-11-30,Chiamata Telefonica,Richiesta Info Prodotto,2.0,Positivo,,False
11208,2024-02-12,Chiamata Telefonica,Modifica Polizza,,Neutrale,,False
11208,2025-01-21,Email,Sinistro,10.0,Negativo,,False
11208,2025-07-05,App Mobile,Richiesta Info Prodotto,8.0,Neutrale,Richiesta follow-up,False
11209,2024-07-31,Visita Agente,Consulenza,39.0,Positivo,,False
11209,2024-08-12,Email,Pagamento Premio,,Positivo,,False
11209,2024-09-04,Chat Online,Modifica Polizza,,Neutrale,,False
11209,2024-10-19,Visita Agente,Consulenza,22.0,Positivo,,False
11209,2024-11-06,Chiamata Telefonica,Richiesta Info Prodotto,12.0,Positivo,,False
11209,2024-12-24,Email,Modifica Polizza,,Positivo,Richiesta follow-up,False
11209,2025-11-30,Chat Online,Consulenza,,Positivo,,False
11210,2024-01-24,Email,Pagamento Premio,24.0,Positivo,,False
11210,2024-09-18,Chiamata Telefonica,Rinnovo,4.0,Positivo,,False
11210,2024-12-12,Email,Reclamo,2.0,Positivo,,False
11210,2025-03-24,Email,Rinnovo,15.0,Positivo,,False
11211,2024-09-18,Email,Consulenza,0.0,Neutrale,,False
11211,2025-02-13,Chat Online,Modifica Polizza,1.0,Positivo,,False
11212,2024-06-11,Visita Agente,Richiesta Info Prodotto,8.0,Positivo,,False
11212,2025-05-12,Email,Pagamento Premio,21.0,Positivo,,False
11212,2025-06-25,Chat Online,Sinistro,5.0,Positivo,,False
11212,2025-09-29,Visita Agente,Modifica Polizza,0.0,Positivo,,False
11214,2023-12-19,Email,Richiesta Info Prodotto,11.0,Positivo,,False
11214,2024-01-21,Email,Pagamento Premio,0.0,Positivo,,False
11214,2024-02-15,Chiamata Telefonica,Consulenza,,Positivo,,False
11214,2025-01-09,Visita Agente,Pagamento Premio,,Neutrale,Da ricontattare,False
11214,2025-07-24,App Mobile,Consulenza,,Positivo,,False
11215,2024-01-28,Chat Online,Reclamo,1.0,Positivo,Richiesta follow-up,False
11215,2025-07-10,Email,Pagamento Premio,,Positivo,,False
11215,2025-09-05,Email,Modifica Polizza,2.0,Positivo,,False
11215,2025-11-20,Visita Agente,Pagamento Premio,1.0,Positivo,,False
11217,2024-08-02,Chiamata Telefonica,Richiesta Info Prodotto,3.0,Positivo,,False
11217,2025-11-25,Visita Agente,Richiesta Preventivo,13.0,Positivo,Richiesta follow-up,False
11218,2024-05-18,Chat Online,Sinistro,9.0,Positivo,,False
11218,2024-08-15,Chiamata Telefonica,Sinistro,34.0,Positivo,,False
11218,2024-12-04,Email,Reclamo,22.0,Negativo,,False
11218,2025-03-24,Chiamata Telefonica,Sinistro,,Neutrale,Cliente interessato,False
11220,2024-12-25,Visita Agente,Richiesta Info Prodotto,1.0,Positivo,,False
11220,2025-07-24,Visita Agente,Sinistro,,Positivo,Richiesta follow-up,False
11221,2025-05-26,App Mobile,Consulenza,9.0,Positivo,Cliente interessato,True
11221,2025-06-07,Visita Agente,Pagamento Premio,,Neutrale,,False
11221,2025-10-22,Visita Agente,Richiesta Info Prodotto,,Positivo,,False
11221,2025-12-02,Chiamata Telefonica,Pagamento Premio,12.0,Positivo,Cliente interessato,False
11222,2023-12-18,App Mobile,Modifica Polizza,,Neutrale,,False
11222,2025-01-13,Chiamata Telefonica,Sinistro,,Positivo,Da ricontattare,False
11222,2025-02-12,Visita Agente,Modifica Polizza,4.0,Positivo,,False
11222,2025-10-08,Visita Agente,Sinistro,,Negativo,,False
11223,2024-06-03,Email,Sinistro,27.0,Neutrale,Richiesta follow-up,False
11223,2024-10-31,Visita Agente,Rinnovo,12.0,Positivo,,False
11223,2024-11-14,Visita Agente,Richiesta Preventivo,,Positivo,Cliente interessato,False
11223,2025-03-18,Visita Agente,Richiesta Preventivo,,Positivo,Cliente interessato,True
11224,2024-02-10,Chat Online,Sinistro,16.0,Positivo,Richiesta follow-up,False
11224,2024-02-18,Visita Agente,Pagamento Premio,20.0,Neutrale,,False
11224,2025-05-28,Email,Consulenza,,Positivo,,True
11225,2024-08-18,Chiamata Telefonica,Modifica Polizza,1.0,Positivo,,False
11225,2024-08-26,Chiamata Telefonica,Sinistro,13.0,Negativo,,False
11225,2025-11-04,Chiamata Telefonica,Pagamento Premio,4.0,Positivo,,False
11226,2024-01-26,Chat Online,Modifica Polizza,5.0,Positivo,,False
11226,2025-09-30,Email,Sinistro,59.0,Positivo,,False
11227,2023-12-27,App Mobile,Reclamo,,Negativo,,False
11227,2024-02-11,Email,Reclamo,24.0,Neutrale,Da ricontattare,False
11227,2024-04-22,Chat Online,Reclamo,45.0,Positivo,,False
11227,2024-12-09,Visita Agente,Rinnovo,22.0,Neutrale,,False
11227,2025-10-24,Email,Sinistro,5.0,Positivo,,False
11228,2024-04-06,Chiamata Telefonica,Richiesta Info Prodotto,5.0,Negativo,Da ricontattare,False
11228,2025-03-30,Chat Online,Reclamo,1.0,Positivo,,False
11229,2024-01-22,Chiamata Telefonica,Sinistro,4.0,Positivo,,False
11229,2025-05-12,Visita Agente,Richiesta Info Prodotto,16.0,Neutrale,,False
11229,2025-05-22,App Mobile,Reclamo,13.0,Positivo,,False
11229,2025-07-11,Email,Sinistro,10.0,Positivo,,False
11229,2025-10-11,Email,Richiesta Info Prodotto,4.0,Positivo,,True
11229,2025-12-07,Chiamata Telefonica,Pagamento Premio,,Positivo,,False
11230,2024-05-22,Chiamata Telefonica,Rinnovo,6.0,Positivo,,False
11230,2024-09-11,Chiamata Telefonica,Sinistro,3.0,Negativo,Cliente interessato,False
11230,2025-11-07,Visita Agente,Richiesta Preventivo,,Positivo,Richiesta follow-up,False
11231,2024-04-30,Visita Agente,Richiesta Preventivo,19.0,Positivo,,True
11231,2025-02-11,Email,Consulenza,19.0,Positivo,,True
11231,2025-05-14,Chiamata Telefonica,Sinistro,2.0,Positivo,,False
11231,2025-08-03,Email,Richiesta Info Prodotto,44.0,Positivo,Cliente interessato,False
11231,2025-09-05,Visita Agente,Sinistro,2.0,Neutrale,,False
11231,2025-09-05,Email,Pagamento Premio,6.0,Neutrale,Cliente interessato,False
11232,2023-12-23,Chat Online,Modifica Polizza,9.0,Positivo,,False
11232,2024-04-29,Email,Pagamento Premio,9.0,Positivo,Richiesta follow-up,False
11232,2024-07-07,Chiamata Telefonica,Modifica Polizza,36.0,Positivo,,False
11232,2024-10-24,Chiamata Telefonica,Pagamento Premio,,Neutrale,,False
11232,2025-11-30,Email,Consulenza,2.0,Positivo,,False
11233,2024-01-07,Email,Pagamento Premio,2.0,Neutrale,,False
11233,2024-02-13,Chat Online,Modifica Polizza,,Positivo,,False
11233,2025-01-06,Chiamata Telefonica,Richiesta Info Prodotto,27.0,Neutrale,Richiesta follow-up,False
11233,2025-06-22,Chat Online,Reclamo,,Neutrale,,False
11233,2025-12-06,Email,Sinistro,4.0,Neutrale,,False
11234,2024-02-01,Visita Agente,Rinnovo,26.0,Positivo,,False
11234,2025-12-07,Visita Agente,Modifica Polizza,,Positivo,,False
11235,2024-03-07,Chat Online,Richiesta Info Prodotto,,Positivo,,True
11235,2024-03-19,Visita Agente,Sinistro,,Neutrale,,False
11235,2024-08-09,Chat Online,Richiesta Preventivo,4.0,Positivo,,False
11235,2024-08-15,Chat Online,Consulenza,29.0,Negativo,,False
11235,2024-12-03,Chat Online,Richiesta Preventivo,,Neutrale,Da ricontattare,False
11236,2024-02-13,Visita Agente,Modifica Polizza,31.0,Positivo,,False
11236,2024-04-28,App Mobile,Modifica Polizza,,Neutrale,Cliente interessato,False
11236,2024-05-02,Chiamata Telefonica,Richiesta Info Prodotto,,Neutrale,Richiesta follow-up,False
11236,2024-05-22,App Mobile,Modifica Polizza,2.0,Positivo,,False
11236,2024-11-28,Email,Sinistro,,Positivo,,False
11236,2025-09-18,Visita Agente,Consulenza,,Neutrale,,False
11237,2023-12-16,Chat Online,Modifica Polizza,8.0,Positivo,Da ricontattare,False
11237,2024-05-11,Chat Online,Pagamento Premio,0.0,Positivo,,False
11237,2025-03-31,Visita Agente,Reclamo,37.0,Neutrale,Da ricontattare,False
11237,2025-08-22,Email,Richiesta Preventivo,3.0,Positivo,Richiesta follow-up,False
11238,2024-07-08,Chat Online,Rinnovo,11.0,Neutrale,Cliente interessato,False
11239,2025-01-07,Email,Richiesta Preventivo,,Positivo,,False
11239,2025-06-20,Visita Agente,Rinnovo,19.0,Neutrale,,False
11240,2023-12-17,Visita Agente,Richiesta Info Prodotto,,Positivo,,False
11240,2024-01-02,Chat Online,Richiesta Preventivo,6.0,Positivo,,True
11240,2024-01-22,App Mobile,Sinistro,35.0,Positivo,,False
11240,2024-03-22,Chiamata Telefonica,Pagamento Premio,2.0,Positivo,,False
11240,2024-12-01,Visita Agente,Sinistro,,Neutrale,Cliente interessato,False
11241,2024-02-09,App Mobile,Pagamento Premio,2.0,Positivo,Richiesta follow-up,False
11241,2024-03-21,Visita Agente,Richiesta Preventivo,15.0,Positivo,Da ricontattare,False
11241,2024-04-01,Email,Rinnovo,12.0,Positivo,,False
11241,2024-12-31,Visita Agente,Modifica Polizza,3.0,Positivo,,False
11241,2025-01-26,Visita Agente,Reclamo,2.0,Negativo,,False
11241,2025-02-22,Visita Agente,Sinistro,18.0,Neutrale,Cliente interessato,False
11241,2025-03-15,Chiamata Telefonica,Consulenza,22.0,Positivo,,True
11241,2025-04-04,Visita Agente,Richiesta Preventivo,27.0,Positivo,,False
11241,2025-06-22,Chiamata Telefonica,Sinistro,2.0,Positivo,Richiesta follow-up,False
11241,2025-11-11,Chiamata Telefonica,Consulenza,6.0,Positivo,Da ricontattare,False
11242,2024-01-10,Chat Online,Consulenza,7.0,Neutrale,,False
11242,2024-02-24,App Mobile,Modifica Polizza,9.0,Neutrale,Da ricontattare,False
11242,2024-07-25,Visita Agente,Reclamo,,Positivo,,False
11242,2025-02-25,Chiamata Telefonica,Rinnovo,17.0,Negativo,,False
11243,2024-02-22,Visita Agente,Reclamo,,Neutrale,,False
11243,2024-08-06,Visita Agente,Rinnovo,6.0,Neutrale,,False
11243,2024-11-24,Email,Richiesta Preventivo,,Neutrale,,False
11243,2025-04-12,Chiamata Telefonica,Richiesta Preventivo,,Neutrale,Da ricontattare,False
11243,2025-05-26,Email,Modifica Polizza,24.0,Positivo,,False
11243,2025-05-31,Chiamata Telefonica,Sinistro,16.0,Positivo,,False
11243,2025-10-09,Visita Agente,Sinistro,,Positivo,,False
11244,2024-01-10,Chiamata Telefonica,Pagamento Premio,18.0,Positivo,,False
11244,2024-03-18,Visita Agente,Sinistro,,Neutrale,,False
11244,2024-05-23,Email,Rinnovo,2.0,Positivo,,False
11244,2024-12-14,Chiamata Telefonica,Sinistro,,Positivo,,False
11244,2025-02-25,Chat Online,Rinnovo,56.0,Neutrale,,False
11244,2025-07-02,Visita Agente,Rinnovo,5.0,Negativo,Da ricontattare,False
11245,2024-03-06,Chiamata Telefonica,Sinistro,11.0,Negativo,Cliente interessato,False
11245,2024-05-14,Chat Online,Sinistro,,Positivo,,False
11245,2024-07-01,Chiamata Telefonica,Richiesta Info Prodotto,11.0,Positivo,,False
11245,2024-08-03,Chiamata Telefonica,Richiesta Info Prodotto,,Positivo,,False
11245,2025-04-22,App Mobile,Consulenza,1.0,Positivo,,False
11245,2025-06-03,Email,Rinnovo,62.0,Negativo,,False
11245,2025-09-04,Chat Online,Consulenza,0.0,Positivo,,False
11247,2024-01-19,Chiamata Telefonica,Consulenza,,Positivo,,False
11248,2024-06-25,Visita Agente,Pagamento Premio,25.0,Positivo,Da ricontattare,False
11248,2024-07-09,Visita Agente,Reclamo,26.0,Positivo,,False
11248,2024-11-25,Visita Agente,Consulenza,,Positivo,,False
11248,2024-12-06,App Mobile,Pagamento Premio,26.0,Positivo,Richiesta follow-up,False
11248,2025-02-19,Email,Richiesta Info Prodotto,,Positivo,,True
11248,2025-10-13,Email,Pagamento Premio,,Positivo,Cliente interessato,False
11248,2025-10-25,Visita Agente,Consulenza,,Positivo,Da ricontattare,True
11248,2025-11-01,Chiamata Telefonica,Sinistro,1.0,Positivo,Richiesta follow-up,False
11248,2025-11-17,Visita Agente,Modifica Polizza,,Positivo,,False
11249,2024-03-09,Visita Agente,Richiesta Info Prodotto,,Neutrale,,False
11249,2025-05-19,Chiamata Telefonica,Reclamo,,Neutrale,,False
11249,2025-08-06,Visita Agente,Pagamento Premio,17.0,Neutrale,,False
11249,2025-11-08,Visita Agente,Richiesta Info Prodotto,7.0,Negativo,,False
11250,2024-01-01,App Mobile,Pagamento Premio,12.0,Neutrale,,False
11250,2024-02-21,Email,Consulenza,8.0,Positivo,,False
11250,2024-07-06,App Mobile,Rinnovo,8.0,Positivo,Cliente interessato,False
11250,2025-04-19,Email,Sinistro,3.0,Positivo,,False
11250,2025-05-17,Chiamata Telefonica,Rinnovo,,Neutrale,,False
11250,2025-06-24,Email,Richiesta Preventivo,1.0,Negativo,,False
11251,2023-12-14,Visita Agente,Reclamo,8.0,Negativo,,False
11251,2024-08-26,Chiamata Telefonica,Pagamento Premio,1.0,Positivo,Cliente interessato,False
11251,2024-08-31,Chiamata Telefonica,Modifica Polizza,1.0,Neutrale,,False
11251,2025-03-05,Email,Pagamento Premio,25.0,Positivo,Da ricontattare,False
11251,2025-03-27,Visita Agente,Richiesta Preventivo,15.0,Positivo,,True
11251,2025-10-27,App Mobile,Consulenza,15.0,Positivo,,False
11253,2023-12-15,Email,Modifica Polizza,6.0,Positivo,,False
11253,2024-01-07,Visita Agente,Consulenza,31.0,Positivo,,True
11253,2024-02-13,Visita Agente,Consulenza,,Positivo,,False
11253,2024-03-05,App Mobile,Modifica Polizza,15.0,Positivo,,False
11253,2024-03-14,Chat Online,Consulenza,1.0,Positivo,,True
11253,2024-07-29,Chiamata Telefonica,Consulenza,,Neutrale,,False
11253,2024-09-30,App Mobile,Modifica Polizza,4.0,Positivo,,False
11253,2024-10-05,Chiamata Telefonica,Rinnovo,16.0,Positivo,,False
11253,2025-06-14,Email,Modifica Polizza,1.0,Neutrale,Cliente interessato,False
11254,2024-02-23,Email,Consulenza,,Neutrale,,False
11254,2024-04-22,Email,Sinistro,,Positivo,,False
11254,2024-06-07,Chiamata Telefonica,Richiesta Info Prodotto,25.0,Positivo,Cliente interessato,False
11254,2024-09-21,Chat Online,Rinnovo,6.0,Positivo,Richiesta follow-up,False
11254,2025-03-04,Chat Online,Consulenza,,Positivo,Da ricontattare,False
11254,2025-06-22,App Mobile,Consulenza,3.0,Positivo,,True
11254,2025-09-15,Chiamata Telefonica,Richiesta Info Prodotto,5.0,Neutrale,Da ricontattare,False
11254,2025-09-24,Chiamata Telefonica,Modifica Polizza,20.0,Positivo,,False
11254,2025-11-14,Visita Agente,Rinnovo,6.0,Positivo,,False
11255,2023-12-12,Email,Rinnovo,0.0,Neutrale,Cliente interessato,False
11255,2024-12-12,Visita Agente,Richiesta Preventivo,4.0,Negativo,,False
11255,2025-06-07,Visita Agente,Pagamento Premio,0.0,Positivo,,False
11256,2024-02-23,Chat Online,Consulenza,27.0,Negativo,Richiesta follow-up,False
11256,2024-05-21,Email,Modifica Polizza,20.0,Positivo,,False
11256,2024-09-21,Visita Agente,Rinnovo,,Positivo,,False
11256,2024-10-10,Chat Online,Sinistro,22.0,Positivo,,False
11256,2025-05-17,Email,Rinnovo,,Positivo,,False
11256,2025-09-04,Visita Agente,Modifica Polizza,9.0,Positivo,,False
11256,2025-09-04,Chat Online,Sinistro,2.0,Positivo,Cliente interessato,False
11256,2025-09-22,Chat Online,Sinistro,54.0,Positivo,,False
11256,2025-11-04,Chiamata Telefonica,Reclamo,,Positivo,Da ricontattare,False
11257,2024-03-04,Chiamata Telefonica,Pagamento Premio,35.0,Positivo,,False
11257,2024-04-14,Visita Agente,Reclamo,2.0,Positivo,Da ricontattare,False
11257,2024-05-18,Chat Online,Rinnovo,3.0,Neutrale,,False
11257,2024-06-11,Chat Online,Consulenza,,Positivo,,True
11257,2025-01-29,Email,Sinistro,1.0,Positivo,,False
11258,2024-07-19,Email,Sinistro,19.0,Positivo,Cliente interessato,False
11258,2024-11-17,Visita Agente,Richiesta Preventivo,0.0,Positivo,,False
11258,2025-09-17,Email,Rinnovo,7.0,Positivo,Da ricontattare,False
11259,2024-01-02,App Mobile,Pagamento Premio,28.0,Positivo,Da ricontattare,False
11259,2024-07-14,Visita Agente,Modifica Polizza,8.0,Negativo,,False
11259,2024-08-09,Email,Pagamento Premio,18.0,Positivo,,False
11259,2024-12-09,Visita Agente,Richiesta Info Prodotto,,Positivo,,False
11259,2025-01-29,Chat Online,Sinistro,,Positivo,Cliente interessato,False
11259,2025-02-03,App Mobile,Reclamo,,Negativo,,False
11259,2025-04-18,Chiamata Telefonica,Richiesta Preventivo,6.0,Positivo,Da ricontattare,False
11259,2025-11-01,Visita Agente,Richiesta Preventivo,,Positivo,,False
11260,2024-01-30,Chiamata Telefonica,Rinnovo,15.0,Neutrale,,False
11260,2024-04-15,Chat Online,Rinnovo,,Positivo,,False
11261,2024-01-13,Chiamata Telefonica,Richiesta Preventivo,,Neutrale,,False
11261,2024-06-27,Email,Sinistro,0.0,Positivo,,False
11261,2025-07-08,Chat Online,Rinnovo,40.0,Positivo,Da ricontattare,False
11262,2024-06-01,Visita Agente,Rinnovo,25.0,Neutrale,,False
11262,2025-04-29,Visita Agente,Modifica Polizza,,Positivo,,False
11262,2025-07-28,Email,Richiesta Info Prodotto,,Neutrale,Da ricontattare,False
11263,2024-05-25,Chiamata Telefonica,Rinnovo,2.0,Positivo,,False
11263,2024-07-10,Email,Rinnovo,5.0,Positivo,,False
11263,2025-01-13,Chat Online,Pagamento Premio,24.0,Neutrale,,False
11263,2025-04-21,Email,Sinistro,65.0,Neutrale,,False
11263,2025-06-14,Chat Online,Richiesta Preventivo,15.0,Neutrale,,False
11264,2024-01-12,Visita Agente,Reclamo,35.0,Positivo,Cliente interessato,False
11264,2024-10-20,Chat Online,Sinistro,,Positivo,,False
11264,2025-01-10,Chat Online,Reclamo,28.0,Positivo,,False
11264,2025-01-19,Visita Agente,Rinnovo,35.0,Positivo,,False
11264,2025-04-03,Visita Agente,Richiesta Info Prodotto,8.0,Negativo,,False
11264,2025-11-26,Chat Online,Richiesta Info Prodotto,15.0,Positivo,,True
11264,2025-12-01,Chiamata Telefonica,Consulenza,15.0,Positivo,,False
11265,2024-04-10,Chat Online,Sinistro,1.0,Positivo,,False
11265,2024-09-09,Chiamata Telefonica,Reclamo,29.0,Neutrale,Cliente interessato,False
11265,2025-11-24,Chiamata Telefonica,Consulenza,,Positivo,,False
11266,2024-11-23,Visita Agente,Rinnovo,8.0,Positivo,Cliente interessato,False
11266,2024-12-27,Email,Reclamo,,Positivo,Cliente interessato,False
11266,2025-06-11,Visita Agente,Sinistro,,Neutrale,,False
11267,2023-12-14,Visita Agente,Pagamento Premio,11.0,Positivo,Richiesta follow-up,False
11267,2024-03-03,Visita Agente,Richiesta Preventivo,5.0,Negativo,Richiesta follow-up,False
11267,2024-03-07,Chiamata Telefonica,Sinistro,24.0,Neutrale,Richiesta follow-up,False
11267,2024-05-16,Visita Agente,Modifica Polizza,3.0,Positivo,,False
11267,2024-12-05,Email,Reclamo,9.0,Neutrale,,False
11267,2025-04-17,Chiamata Telefonica,Rinnovo,17.0,Positivo,,False
11268,2024-03-10,App Mobile,Modifica Polizza,3.0,Negativo,,False
11268,2024-06-30,Email,Modifica Polizza,71.0,Positivo,,False
11268,2024-09-09,Chiamata Telefonica,Modifica Polizza,,Positivo,Cliente interessato,False
11268,2024-12-20,Email,Reclamo,0.0,Positivo,,False
11268,2025-04-04,Chiamata Telefonica,Pagamento Premio,1.0,Positivo,Cliente interessato,False
11268,2025-05-25,Chiamata Telefonica,Sinistro,,Negativo,,False
11268,2025-06-11,Email,Sinistro,45.0,Positivo,,False
11268,2025-10-19,Chat Online,Richiesta Preventivo,5.0,Neutrale,,False
11270,2024-01-06,App Mobile,Richiesta Preventivo,,Positivo,,False
11270,2024-05-09,Chat Online,Richiesta Info Prodotto,61.0,Negativo,,False
11271,2024-06-23,Chiamata Telefonica,Modifica Polizza,4.0,Positivo,,False
11271,2025-04-27,Chat Online,Richiesta Info Prodotto,,Neutrale,,False
11271,2025-11-22,Chiamata Telefonica,Richiesta Info Prodotto,33.0,Neutrale,,False
11273,2024-03-31,Chiamata Telefonica,Pagamento Premio,30.0,Positivo,,False
11274,2024-02-16,Visita Agente,Sinistro,41.0,Positivo,,False
11274,2024-10-08,Email,Richiesta Preventivo,,Positivo,,False
11274,2025-03-16,Chiamata Telefonica,Pagamento Premio,4.0,Positivo,,False
11275,2024-08-24,Visita Agente,Sinistro,32.0,Neutrale,,False
11275,2024-09-09,Chat Online,Richiesta Info Prodotto,1.0,Positivo,Richiesta follow-up,False
11276,2024-08-18,Chiamata Telefonica,Richiesta Preventivo,,Positivo,,True
11276,2024-10-28,Chiamata Telefonica,Pagamento Premio,10.0,Positivo,,False
11276,2024-12-18,Email,Rinnovo,4.0,Neutrale,Cliente interessato,False
11276,2025-06-06,Chiamata Telefonica,Richiesta Preventivo,4.0,Negativo,,False
11276,2025-09-18,App Mobile,Rinnovo,12.0,Positivo,Da ricontattare,False
11276,2025-11-14,App Mobile,Consulenza,2.0,Positivo,,True
11277,2023-12-14,Email,Rinnovo,,Positivo,,False
11277,2024-03-18,Chiamata Telefonica,Pagamento Premio,,Positivo,,False
11277,2024-06-27,Visita Agente,Consulenza,8.0,Positivo,Cliente interessato,False
