codice_cliente,n_polizze,premi_tot,n_sinistri,importo_liquidato,first_date,last_date,loss_ratio_cliente,frequenza_cliente,severita_cliente
12276,3,1402.0,0.0,0.0,,,0.0,0.0,
12277,1,725.0,1.0,47105.0,2015-10-26,2015-10-26,64.97241379310344,1.0,47105.0
12280,3,649.0,1.0,48616.0,2020-06-17,2020-06-17,74.9090909090909,0.3333333333333333,48616.0
12281,3,946.0,0.0,0.0,,,0.0,0.0,
12282,4,1921.0,1.0,25661.0,2024-06-27,2024-06-27,13.358146798542426,0.25,25661.0
12283,3,1440.0,0.0,0.0,,,0.0,0.0,
12284,5,955.0,0.0,0.0,,,0.0,0.0,
12286,3,1343.0,1.0,40081.0,2012-04-11,2012-04-11,29.844378257632165,0.3333333333333333,40081.0
12288,4,1668.0,1.0,2360.0,2019-11-01,2019-11-01,1.4148681055155876,0.25,2360.0
12289,2,1005.0,0.0,0.0,,,0.0,0.0,
12291,1,445.0,0.0,0.0,,,0.0,0.0,
12292,2,534.0,0.0,0.0,,,0.0,0.0,
12293,2,386.0,0.0,0.0,,,0.0,0.0,
12295,5,1850.0,0.0,0.0,,,0.0,0.0,
12296,2,980.0,0.0,0.0,,,0.0,0.0,
12297,3,1113.0,0.0,0.0,,,0.0,0.0,
12298,4,1725.0,0.0,0.0,,,0.0,0.0,
12300,1,283.0,0.0,0.0,,,0.0,0.0,
12301,3,1458.0,0.0,0.0,,,0.0,0.0,
12303,1,430.0,0.0,0.0,,,0.0,0.0,
12305,1,230.0,0.0,0.0,,,0.0,0.0,
12307,1,374.0,0.0,0.0,,,0.0,0.0,
12308,2,1590.0,0.0,0.0,,,0.0,0.0,
12309,3,1076.0,0.0,0.0,,,0.0,0.0,
12310,3,1319.0,0.0,0.0,,,0.0,0.0,
12311,3,1174.0,1.0,22615.0,2024-08-21,2024-08-21,19.26320272572402,0.3333333333333333,22615.0
12312,2,685.0,1.0,39119.0,2016-04-28,2016-04-28,57.10802919708029,0.5,39119.0
12313,3,1487.0,0.0,0.0,,,0.0,0.0,
12314,2,1111.0,1.0,31221.0,2025-01-15,2025-01-15,28.101710171017103,0.5,31221.0
12315,1,567.0,1.0,44407.0,2019-01-21,2019-01-21,78.31922398589066,1.0,44407.0
12316,3,1409.0,0.0,0.0,,,0.0,0.0,
12317,3,1240.0,0.0,0.0,,,0.0,0.0,
12318,1,646.0,0.0,0.0,,,0.0,0.0,
12319,1,248.0,1.0,22767.0,2021-04-24,2021-04-24,91.8024193548387,1.0,22767.0
12320,2,1460.0,0.0,0.0,,,0.0,0.0,
12321,1,294.0,0.0,0.0,,,0.0,0.0,
12322,3,973.0,0.0,0.0,,,0.0,0.0,
12323,3,1133.0,1.0,37238.0,2024-04-30,2024-04-30,32.86672550750221,0.3333333333333333,37238.0
12324,4,1021.0,0.0,0.0,,,0.0,0.0,
12325,3,1074.0,0.0,0.0,,,0.0,0.0,
12327,2,1186.0,1.0,6794.0,2024-11-08,2024-11-08,5.728499156829679,0.5,6794.0
12329,2,1094.0,0.0,0.0,,,0.0,0.0,
12330,2,195.0,0.0,0.0,,,0.0,0.0,
12331,1,493.0,1.0,9167.0,2020-08-27,2020-08-27,18.594320486815416,1.0,9167.0
12332,1,718.0,0.0,0.0,,,0.0,0.0,
12333,2,639.0,0.0,0.0,,,0.0,0.0,
12334,2,1361.0,0.0,0.0,,,0.0,0.0,
12336,2,384.0,0.0,0.0,,,0.0,0.0,
12337,2,661.0,1.0,30288.0,2017-11-21,2017-11-21,45.821482602118,0.5,30288.0
12339,1,575.0,0.0,0.0,,,0.0,0.0,
12340,2,753.0,0.0,0.0,,,0.0,0.0,
12342,3,1492.0,0.0,0.0,,,0.0,0.0,
12343,2,1117.0,0.0,0.0,,,0.0,0.0,
12344,2,892.0,0.0,0.0,,,0.0,0.0,
12347,2,734.0,1.0,49507.0,2015-03-08,2015-03-08,67.44822888283379,0.5,49507.0
12348,4,1391.0,1.0,46336.0,2019-07-22,2019-07-22,33.311286843997124,0.25,46336.0
12349,4,1038.0,0.0,0.0,,,0.0,0.0,
12350,3,1361.0,2.0,53530.0,2024-01-24,2025-09-12,39.33137398971345,0.6666666666666666,26765.0
12352,2,742.0,1.0,8080.0,2019-04-11,2019-04-11,10.889487870619947,0.5,8080.0
12353,4,1026.0,0.0,0.0,,,0.0,0.0,
12354,3,907.0,1.0,14590.0,2024-11-08,2024-11-08,16.085997794928335,0.3333333333333333,14590.0
12355,2,685.0,0.0,0.0,,,0.0,0.0,
12356,1,65.0,0.0,0.0,,,0.0,0.0,
12358,2,1242.0,1.0,17103.0,2024-10-14,2024-10-14,13.770531400966183,0.5,17103.0
12359,1,612.0,1.0,3137.0,2021-06-09,2021-06-09,5.125816993464053,1.0,3137.0
12360,2,1358.0,0.0,0.0,,,0.0,0.0,
12362,1,689.0,0.0,0.0,,,0.0,0.0,
12363,2,531.0,1.0,32617.0,2023-11-28,2023-11-28,61.4256120527307,0.5,32617.0
12364,2,626.0,0.0,0.0,,,0.0,0.0,
12365,2,539.0,0.0,0.0,,,0.0,0.0,
12366,2,552.0,0.0,0.0,,,0.0,0.0,
12367,3,1145.0,1.0,37962.0,2024-01-03,2024-01-03,33.15458515283843,0.3333333333333333,37962.0
12368,2,1063.0,0.0,0.0,,,0.0,0.0,
12369,1,991.0,0.0,0.0,,,0.0,0.0,
12370,3,1040.0,0.0,0.0,,,0.0,0.0,
12374,3,1991.0,0.0,0.0,,,0.0,0.0,
12375,1,390.0,0.0,0.0,,,0.0,0.0,
12376,2,990.0,0.0,0.0,,,0.0,0.0,
12377,2,264.0,0.0,0.0,,,0.0,0.0,
12379,2,707.0,0.0,0.0,,,0.0,0.0,
12380,2,467.0,0.0,0.0,,,0.0,0.0,
12381,2,814.0,0.0,0.0,,,0.0,0.0,
12382,3,994.0,0.0,0.0,,,0.0,0.0,
12383,2,873.0,0.0,0.0,,,0.0,0.0,
12384,2,543.0,0.0,0.0,,,0.0,0.0,
12385,1,332.0,0.0,0.0,,,0.0,0.0,
12386,3,560.0,0.0,0.0,,,0.0,0.0,
12387,1,825.0,0.0,0.0,,,0.0,0.0,
12388,2,802.0,0.0,0.0,,,0.0,0.0,
12389,1,334.0,0.0,0.0,,,0.0,0.0,
12391,3,744.0,0.0,0.0,,,0.0,0.0,
12393,2,1291.0,0.0,0.0,,,0.0,0.0,
12394,2,1275.0,0.0,0.0,,,0.0,0.0,
12395,3,1281.0,0.0,0.0,,,0.0,0.0,
12396,2,1170.0,0.0,0.0,,,0.0,0.0,
12399,3,1099.0,0.0,0.0,,,0.0,0.0,
12400,3,1205.0,1.0,17903.0,2019-05-21,2019-05-21,14.857261410788382,0.3333333333333333,17903.0
12401,4,704.0,0.0,0.0,,,0.0,0.0,
12402,3,1032.0,0.0,0.0,,,0.0,0.0,
12403,2,630.0,0.0,0.0,,,0.0,0.0,
12405,2,1024.0,0.0,0.0,,,0.0,0.0,
12406,3,1267.0,0.0,0.0,,,0.0,0.0,
12407,3,1112.0,1.0,7468.0,2016-03-18,2016-03-18,6.715827338129497,0.3333333333333333,7468.0
12410,1,250.0,0.0,0.0,,,0.0,0.0,
12411,1,622.0,0.0,0.0,,,0.0,0.0,
12412,2,677.0,1.0,29378.0,2019-06-08,2019-06-08,43.39438700147711,0.5,29378.0
12414,1,348.0,0.0,0.0,,,0.0,0.0,
12416,2,509.0,1.0,34227.0,2025-04-11,2025-04-11,67.24361493123772,0.5,34227.0
12418,3,1487.0,1.0,1799.0,2025-09-12,2025-09-12,1.2098184263618024,0.3333333333333333,1799.0
12419,2,650.0,0.0,0.0,,,0.0,0.0,
12421,1,294.0,0.0,0.0,,,0.0,0.0,
12422,3,938.0,1.0,19545.0,2025-10-15,2025-10-15,20.83688699360341,0.3333333333333333,19545.0
12423,1,324.0,0.0,0.0,,,0.0,0.0,
12424,2,849.0,0.0,0.0,,,0.0,0.0,
12425,1,674.0,0.0,0.0,,,0.0,0.0,
12427,1,747.0,0.0,0.0,,,0.0,0.0,
12428,2,1547.0,0.0,0.0,,,0.0,0.0,
12429,3,633.0,1.0,11686.0,2025-09-08,2025-09-08,18.46129541864139,0.3333333333333333,11686.0
12432,2,737.0,0.0,0.0,,,0.0,0.0,
12433,4,1569.0,1.0,4247.0,2023-08-09,2023-08-09,2.7068196303377947,0.25,4247.0
12434,2,863.0,0.0,0.0,,,0.0,0.0,
12435,1,386.0,1.0,14781.0,2024-07-16,2024-07-16,38.29274611398964,1.0,14781.0
12437,1,0.0,0.0,0.0,,,,0.0,
12438,3,1102.0,0.0,0.0,,,0.0,0.0,
12439,2,1236.0,0.0,0.0,,,0.0,0.0,
12440,1,464.0,1.0,27467.0,2023-11-16,2023-11-16,59.196120689655174,1.0,27467.0
12441,2,872.0,0.0,0.0,,,0.0,0.0,
12442,2,543.0,0.0,0.0,,,0.0,0.0,
12443,1,406.0,0.0,0.0,,,0.0,0.0,
12444,3,551.0,0.0,0.0,,,0.0,0.0,
12445,1,839.0,0.0,0.0,,,0.0,0.0,
12446,3,778.0,0.0,0.0,,,0.0,0.0,
12447,1,469.0,0.0,0.0,,,0.0,0.0,
12448,4,1169.0,0.0,0.0,,,0.0,0.0,
12450,2,134.0,0.0,0.0,,,0.0,0.0,
12451,3,1099.0,0.0,0.0,,,0.0,0.0,
12452,1,663.0,1.0,14724.0,2025-02-05,2025-02-05,22.20814479638009,1.0,14724.0
12453,2,599.0,1.0,44738.0,2022-04-17,2022-04-17,74.68781302170284,0.5,44738.0
12454,1,449.0,0.0,0.0,,,0.0,0.0,
12455,2,784.0,0.0,0.0,,,0.0,0.0,
12456,3,1208.0,2.0,50308.0,2024-11-27,2025-05-11,41.645695364238414,0.6666666666666666,25154.0
12457,1,108.0,0.0,0.0,,,0.0,0.0,
12459,1,267.0,0.0,0.0,,,0.0,0.0,
12460,1,584.0,0.0,0.0,,,0.0,0.0,
12461,2,1600.0,1.0,2980.0,2017-06-15,2017-06-15,1.8625,0.5,2980.0
12462,1,768.0,1.0,29478.0,2025-03-08,2025-03-08,38.3828125,1.0,29478.0
12463,1,484.0,0.0,0.0,,,0.0,0.0,
12464,2,1373.0,1.0,1357.0,2025-11-21,2025-11-21,0.9883466860888566,0.5,1357.0
12467,2,750.0,0.0,0.0,,,0.0,0.0,
12469,1,121.0,0.0,0.0,,,0.0,0.0,
12470,2,174.0,0.0,0.0,,,0.0,0.0,
12471,3,1117.0,0.0,0.0,,,0.0,0.0,
12472,3,1191.0,0.0,0.0,,,0.0,0.0,
12473,1,210.0,0.0,0.0,,,0.0,0.0,
12474,2,1077.0,0.0,0.0,,,0.0,0.0,
12475,1,439.0,0.0,0.0,,,0.0,0.0,
12476,2,767.0,0.0,0.0,,,0.0,0.0,
12477,4,1526.0,0.0,0.0,,,0.0,0.0,
12478,3,1329.0,0.0,0.0,,,0.0,0.0,
12479,4,1070.0,0.0,0.0,,,0.0,0.0,
12480,3,699.0,1.0,5385.0,2013-07-10,2013-07-10,7.703862660944206,0.3333333333333333,5385.0
12481,1,925.0,0.0,0.0,,,0.0,0.0,
12482,3,1392.0,0.0,0.0,,,0.0,0.0,
12483,2,1304.0,1.0,3828.0,2021-01-25,2021-01-25,2.9355828220858897,0.5,3828.0
12484,3,1848.0,0.0,0.0,,,0.0,0.0,
12485,2,1181.0,0.0,0.0,,,0.0,0.0,
12486,1,780.0,0.0,0.0,,,0.0,0.0,
12487,2,889.0,0.0,0.0,,,0.0,0.0,
12488,2,888.0,0.0,0.0,,,0.0,0.0,
12489,2,755.0,0.0,0.0,,,0.0,0.0,
12490,1,705.0,0.0,0.0,,,0.0,0.0,
12491,2,502.0,0.0,0.0,,,0.0,0.0,
12494,1,782.0,0.0,0.0,,,0.0,0.0,
12496,3,876.0,0.0,0.0,,,0.0,0.0,
12497,1,81.0,0.0,0.0,,,0.0,0.0,
12498,3,1179.0,0.0,0.0,,,0.0,0.0,
12499,5,1718.0,1.0,5164.0,2025-10-17,2025-10-17,3.005820721769499,0.2,5164.0
12502,2,946.0,0.0,0.0,,,0.0,0.0,
12503,2,717.0,0.0,0.0,,,0.0,0.0,
12504,2,811.0,0.0,0.0,,,0.0,0.0,
12506,3,1014.0,1.0,40181.0,2024-03-16,2024-03-16,39.62623274161736,0.3333333333333333,40181.0
12507,2,1011.0,1.0,46221.0,2023-07-07,2023-07-07,45.718100890207715,0.5,46221.0
12508,3,1455.0,0.0,0.0,,,0.0,0.0,
12509,1,958.0,0.0,0.0,,,0.0,0.0,
12510,1,610.0,0.0,0.0,,,0.0,0.0,
12511,3,1747.0,0.0,0.0,,,0.0,0.0,
12512,1,437.0,0.0,0.0,,,0.0,0.0,
12513,1,644.0,1.0,1250.0,2017-06-08,2017-06-08,1.9409937888198758,1.0,1250.0
12514,3,1325.0,0.0,0.0,,,0.0,0.0,
12515,1,274.0,0.0,0.0,,,0.0,0.0,
12516,2,379.0,0.0,0.0,,,0.0,0.0,
12517,1,567.0,0.0,0.0,,,0.0,0.0,
12518,2,526.0,1.0,32546.0,2017-02-13,2017-02-13,61.874524714828894,0.5,32546.0
12519,2,449.0,1.0,16162.0,2020-05-22,2020-05-22,35.99554565701559,0.5,16162.0
12520,1,794.0,0.0,0.0,,,0.0,0.0,
12521,1,575.0,0.0,0.0,,,0.0,0.0,
12522,1,586.0,0.0,0.0,,,0.0,0.0,
12523,3,1466.0,2.0,19733.0,2022-12-15,2025-11-15,13.460436562073669,0.6666666666666666,9866.5
12525,3,1480.0,0.0,0.0,,,0.0,0.0,
12526,1,0.0,0.0,0.0,,,,0.0,
12527,2,510.0,0.0,0.0,,,0.0,0.0,
12528,2,114.0,0.0,0.0,,,0.0,0.0,
12529,2,1118.0,0.0,0.0,,,0.0,0.0,
12530,1,748.0,0.0,0.0,,,0.0,0.0,
12531,1,170.0,0.0,0.0,,,0.0,0.0,
12533,1,140.0,0.0,0.0,,,0.0,0.0,
12534,4,1205.0,0.0,0.0,,,0.0,0.0,
12536,1,336.0,0.0,0.0,,,0.0,0.0,
12537,2,1277.0,0.0,0.0,,,0.0,0.0,
12538,3,681.0,1.0,9275.0,2025-05-26,2025-05-26,13.619676945668136,0.3333333333333333,9275.0
12539,3,1516.0,0.0,0.0,,,0.0,0.0,
12540,3,644.0,0.0,0.0,,,0.0,0.0,
12542,3,1207.0,0.0,0.0,,,0.0,0.0,
12543,3,714.0,0.0,0.0,,,0.0,0.0,
12544,2,850.0,0.0,0.0,,,0.0,0.0,
12545,1,771.0,0.0,0.0,,,0.0,0.0,
12546,1,254.0,0.0,0.0,,,0.0,0.0,
12547,1,504.0,0.0,0.0,,,0.0,0.0,
12548,1,537.0,0.0,0.0,,,0.0,0.0,
12549,2,942.0,0.0,0.0,,,0.0,0.0,
12550,1,228.0,0.0,0.0,,,0.0,0.0,
12551,2,1039.0,0.0,0.0,,,0.0,0.0,
12553,4,798.0,0.0,0.0,,,0.0,0.0,
12554,3,765.0,0.0,0.0,,,0.0,0.0,
12555,1,961.0,0.0,0.0,,,0.0,0.0,
12556,2,940.0,0.0,0.0,,,0.0,0.0,
12557,4,1397.0,1.0,9612.0,2022-09-30,2022-09-30,6.880458124552613,0.25,9612.0
12558,1,779.0,0.0,0.0,,,0.0,0.0,
12559,3,1585.0,1.0,7598.0,2011-02-22,2011-02-22,4.793690851735016,0.3333333333333333,7598.0
12560,4,1181.0,0.0,0.0,,,0.0,0.0,
12561,2,716.0,0.0,0.0,,,0.0,0.0,
12562,4,1777.0,0.0,0.0,,,0.0,0.0,
12563,3,832.0,0.0,0.0,,,0.0,0.0,
12564,3,800.0,1.0,10890.0,2024-11-01,2024-11-01,13.6125,0.3333333333333333,10890.0
12565,1,257.0,0.0,0.0,,,0.0,0.0,
12566,2,681.0,1.0,47163.0,2000-03-20,2000-03-20,69.25550660792952,0.5,47163.0
12567,4,913.0,0.0,0.0,,,0.0,0.0,
12568,1,212.0,0.0,0.0,,,0.0,0.0,
12569,1,607.0,0.0,0.0,,,0.0,0.0,
12570,2,485.0,0.0,0.0,,,0.0,0.0,
12571,2,273.0,0.0,0.0,,,0.0,0.0,
12572,1,381.0,0.0,0.0,,,0.0,0.0,
12573,2,1281.0,0.0,0.0,,,0.0,0.0,
12574,1,761.0,0.0,0.0,,,0.0,0.0,
12575,2,624.0,0.0,0.0,,,0.0,0.0,
12576,1,298.0,0.0,0.0,,,0.0,0.0,
12578,2,909.0,0.0,0.0,,,0.0,0.0,
12579,1,779.0,0.0,0.0,,,0.0,0.0,
12581,2,617.0,0.0,0.0,,,0.0,0.0,
12582,4,1566.0,0.0,0.0,,,0.0,0.0,
12583,2,1354.0,0.0,0.0,,,0.0,0.0,
12584,3,925.0,2.0,52460.0,2023-12-04,2024-11-30,56.71351351351351,0.6666666666666666,26230.0
12585,2,853.0,0.0,0.0,,,0.0,0.0,
12586,3,951.0,0.0,0.0,,,0.0,0.0,
12587,2,1018.0,0.0,0.0,,,0.0,0.0,
12588,2,956.0,1.0,32056.0,2025-02-26,2025-02-26,33.53138075313807,0.5,32056.0
12589,1,393.0,0.0,0.0,,,0.0,0.0,
12590,3,1361.0,0.0,0.0,,,0.0,0.0,
12591,3,1825.0,0.0,0.0,,,0.0,0.0,
12593,1,298.0,0.0,0.0,,,0.0,0.0,
12594,2,1639.0,2.0,45950.0,2023-09-05,2025-12-05,28.035387431360586,1.0,22975.0
12595,2,797.0,0.0,0.0,,,0.0,0.0,
12596,2,622.0,0.0,0.0,,,0.0,0.0,
12597,1,586.0,0.0,0.0,,,0.0,0.0,
12599,1,469.0,0.0,0.0,,,0.0,0.0,
12600,3,1021.0,1.0,14217.0,2025-07-05,2025-07-05,13.92458374142997,0.3333333333333333,14217.0
12601,1,223.0,0.0,0.0,,,0.0,0.0,
12602,3,449.0,0.0,0.0,,,0.0,0.0,
12603,1,719.0,0.0,0.0,,,0.0,0.0,
12604,3,1235.0,0.0,0.0,,,0.0,0.0,
12606,1,703.0,0.0,0.0,,,0.0,0.0,
12607,1,412.0,0.0,0.0,,,0.0,0.0,
12608,2,826.0,0.0,0.0,,,0.0,0.0,
12611,1,233.0,0.0,0.0,,,0.0,0.0,
12613,1,0.0,0.0,0.0,,,,0.0,
12614,1,515.0,0.0,0.0,,,0.0,0.0,
12615,2,1283.0,0.0,0.0,,,0.0,0.0,
12616,1,323.0,0.0,0.0,,,0.0,0.0,
12617,2,1145.0,0.0,0.0,,,0.0,0.0,
12618,2,1225.0,0.0,0.0,,,0.0,0.0,
12619,1,501.0,0.0,0.0,,,0.0,0.0,
12620,1,779.0,0.0,0.0,,,0.0,0.0,
12621,3,932.0,0.0,0.0,,,0.0,0.0,
12622,1,931.0,0.0,0.0,,,0.0,0.0,
12623,5,1713.0,0.0,0.0,,,0.0,0.0,
12624,1,250.0,0.0,0.0,,,0.0,0.0,
12625,3,781.0,1.0,19348.0,2018-03-06,2018-03-06,24.77336747759283,0.3333333333333333,19348.0
12626,1,641.0,0.0,0.0,,,0.0,0.0,
12627,1,327.0,0.0,0.0,,,0.0,0.0,
12628,2,948.0,0.0,0.0,,,0.0,0.0,
12629,2,1177.0,1.0,15784.0,2023-12-01,2023-12-01,13.41036533559898,0.5,15784.0
12630,3,954.0,0.0,0.0,,,0.0,0.0,
12631,1,792.0,0.0,0.0,,,0.0,0.0,
12632,2,1060.0,0.0,0.0,,,0.0,0.0,
12633,3,750.0,0.0,0.0,,,0.0,0.0,
12634,4,1112.0,0.0,0.0,,,0.0,0.0,
12635,1,507.0,0.0,0.0,,,0.0,0.0,
12636,2,1037.0,0.0,0.0,,,0.0,0.0,
12637,3,1308.0,1.0,26095.0,2025-02-11,2025-02-11,19.950305810397552,0.3333333333333333,26095.0
12638,2,712.0,0.0,0.0,,,0.0,0.0,
12639,2,690.0,0.0,0.0,,,0.0,0.0,
12640,2,667.0,0.0,0.0,,,0.0,0.0,
12641,1,549.0,0.0,0.0,,,0.0,0.0,
12643,2,360.0,0.0,0.0,,,0.0,0.0,
12645,3,665.0,1.0,10394.0,2023-10-24,2023-10-24,15.630075187969926,0.3333333333333333,10394.0
12646,4,1770.0,0.0,0.0,,,0.0,0.0,
12647,1,373.0,0.0,0.0,,,0.0,0.0,
12648,4,1850.0,0.0,0.0,,,0.0,0.0,
12649,3,1184.0,1.0,18173.0,2025-03-05,2025-03-05,15.348817567567568,0.3333333333333333,18173.0
12650,1,706.0,0.0,0.0,,,0.0,0.0,
12653,3,1159.0,0.0,0.0,,,0.0,0.0,
12655,3,1608.0,0.0,0.0,,,0.0,0.0,
12656,2,852.0,0.0,0.0,,,0.0,0.0,
12657,2,672.0,0.0,0.0,,,0.0,0.0,
12659,2,337.0,1.0,20053.0,2012-07-21,2012-07-21,59.50445103857567,0.5,20053.0
12660,2,839.0,0.0,0.0,,,0.0,0.0,
12661,1,660.0,0.0,0.0,,,0.0,0.0,
12662,3,1120.0,1.0,9033.0,2010-05-04,2010-05-04,8.065178571428572,0.3333333333333333,9033.0
12663,4,1337.0,0.0,0.0,,,0.0,0.0,
12664,2,291.0,1.0,26098.0,2015-11-24,2015-11-24,89.68384879725086,0.5,26098.0
12667,2,776.0,0.0,0.0,,,0.0,0.0,
12668,4,921.0,1.0,1810.0,2024-02-02,2024-02-02,1.9652551574375678,0.25,1810.0
12669,2,428.0,0.0,0.0,,,0.0,0.0,
12670,3,1335.0,1.0,3570.0,2023-01-12,2023-01-12,2.6741573033707864,0.3333333333333333,3570.0
12672,1,79.0,0.0,0.0,,,0.0,0.0,
12673,1,663.0,0.0,0.0,,,0.0,0.0,
12674,2,303.0,0.0,0.0,,,0.0,0.0,
12675,4,1697.0,1.0,6861.0,2025-03-10,2025-03-10,4.043017088980554,0.25,6861.0
12677,1,286.0,0.0,0.0,,,0.0,0.0,
12678,3,1266.0,0.0,0.0,,,0.0,0.0,
12679,3,794.0,0.0,0.0,,,0.0,0.0,
12680,2,435.0,0.0,0.0,,,0.0,0.0,
12682,3,782.0,1.0,46825.0,2025-09-20,2025-09-20,59.87851662404092,0.3333333333333333,46825.0
12684,1,492.0,0.0,0.0,,,0.0,0.0,
12685,4,826.0,0.0,0.0,,,0.0,0.0,
12687,1,229.0,0.0,0.0,,,0.0,0.0,
12689,1,387.0,0.0,0.0,,,0.0,0.0,
12691,3,727.0,0.0,0.0,,,0.0,0.0,
12692,2,704.0,0.0,0.0,,,0.0,0.0,
12695,2,781.0,0.0,0.0,,,0.0,0.0,
12696,1,679.0,0.0,0.0,,,0.0,0.0,
12698,2,664.0,0.0,0.0,,,0.0,0.0,
12700,3,726.0,0.0,0.0,,,0.0,0.0,
12702,1,620.0,0.0,0.0,,,0.0,0.0,
12703,3,1364.0,0.0,0.0,,,0.0,0.0,
12704,3,1902.0,0.0,0.0,,,0.0,0.0,
12705,5,1554.0,1.0,7198.0,2024-08-09,2024-08-09,4.631917631917632,0.2,7198.0
12706,2,1114.0,0.0,0.0,,,0.0,0.0,
12709,3,1102.0,1.0,8642.0,2021-03-12,2021-03-12,7.842105263157895,0.3333333333333333,8642.0
12710,2,711.0,0.0,0.0,,,0.0,0.0,
12712,1,928.0,0.0,0.0,,,0.0,0.0,
12713,3,1183.0,0.0,0.0,,,0.0,0.0,
12715,3,1550.0,0.0,0.0,,,0.0,0.0,
12717,1,465.0,0.0,0.0,,,0.0,0.0,
12719,3,444.0,0.0,0.0,,,0.0,0.0,
12720,2,836.0,0.0,0.0,,,0.0,0.0,
12721,2,1138.0,0.0,0.0,,,0.0,0.0,
12722,2,1189.0,0.0,0.0,,,0.0,0.0,
12723,2,220.0,0.0,0.0,,,0.0,0.0,
12724,1,456.0,0.0,0.0,,,0.0,0.0,
12725,2,709.0,0.0,0.0,,,0.0,0.0,
12726,3,863.0,0.0,0.0,,,0.0,0.0,
12727,2,432.0,0.0,0.0,,,0.0,0.0,
12728,2,1061.0,0.0,0.0,,,0.0,0.0,
12729,2,663.0,0.0,0.0,,,0.0,0.0,
12730,1,0.0,0.0,0.0,,,,0.0,
12731,1,474.0,1.0,14963.0,2022-07-31,2022-07-31,31.567510548523206,1.0,14963.0
12732,2,1181.0,0.0,0.0,,,0.0,0.0,
12733,1,689.0,0.0,0.0,,,0.0,0.0,
12735,3,1241.0,0.0,0.0,,,0.0,0.0,
12736,2,1130.0,1.0,7033.0,2025-04-18,2025-04-18,6.223893805309735,0.5,7033.0
12737,1,66.0,0.0,0.0,,,0.0,0.0,
12739,1,373.0,0.0,0.0,,,0.0,0.0,
12741,4,1549.0,1.0,12062.0,2023-06-28,2023-06-28,7.786959328599096,0.25,12062.0
12745,3,1390.0,1.0,13414.0,2016-07-17,2016-07-17,9.650359712230216,0.3333333333333333,13414.0
12747,1,650.0,0.0,0.0,,,0.0,0.0,
12748,2,520.0,1.0,7577.0,2024-10-01,2024-10-01,14.571153846153846,0.5,7577.0
12749,2,1048.0,0.0,0.0,,,0.0,0.0,
12750,3,1022.0,0.0,0.0,,,0.0,0.0,
12751,3,1313.0,0.0,0.0,,,0.0,0.0,
12753,2,557.0,0.0,0.0,,,0.0,0.0,
12754,1,231.0,0.0,0.0,,,0.0,0.0,
12755,2,868.0,0.0,0.0,,,0.0,0.0,
12756,2,885.0,0.0,0.0,,,0.0,0.0,
12757,4,1203.0,1.0,4786.0,2024-01-18,2024-01-18,3.978387364921031,0.25,4786.0
12758,3,1375.0,2.0,28882.0,2022-08-19,2024-08-14,21.00509090909091,0.6666666666666666,14441.0
12759,2,536.0,1.0,19838.0,2020-05-22,2020-05-22,37.01119402985075,0.5,19838.0
12760,3,881.0,0.0,0.0,,,0.0,0.0,
12761,2,442.0,0.0,0.0,,,0.0,0.0,
12762,2,1039.0,0.0,0.0,,,0.0,0.0,
12763,2,1020.0,0.0,0.0,,,0.0,0.0,
12764,1,446.0,0.0,0.0,,,0.0,0.0,
12765,1,0.0,0.0,0.0,,,,0.0,
12766,1,836.0,0.0,0.0,,,0.0,0.0,
12767,4,873.0,0.0,0.0,,,0.0,0.0,
12768,2,588.0,0.0,0.0,,,0.0,0.0,
12769,2,1352.0,1.0,12645.0,2020-09-17,2020-09-17,9.352810650887575,0.5,12645.0
12770,2,889.0,0.0,0.0,,,0.0,0.0,
12774,2,1362.0,0.0,0.0,,,0.0,0.0,
12775,2,902.0,1.0,16333.0,2025-11-25,2025-11-25,18.107538802660756,0.5,16333.0
12776,2,940.0,0.0,0.0,,,0.0,0.0,
12777,3,944.0,0.0,0.0,,,0.0,0.0,
12778,4,1061.0,1.0,23037.0,2024-01-26,2024-01-26,21.71253534401508,0.25,23037.0
12779,2,1189.0,0.0,0.0,,,0.0,0.0,
12780,3,1050.0,0.0,0.0,,,0.0,0.0,
12782,3,1142.0,0.0,0.0,,,0.0,0.0,
12783,2,1140.0,1.0,21301.0,2021-10-09,2021-10-09,18.685087719298245,0.5,21301.0
12785,2,1057.0,0.0,0.0,,,0.0,0.0,
12786,2,409.0,0.0,0.0,,,0.0,0.0,
12787,1,727.0,0.0,0.0,,,0.0,0.0,
12789,1,200.0,0.0,0.0,,,0.0,0.0,
12790,4,1421.0,0.0,0.0,,,0.0,0.0,
12791,1,307.0,0.0,0.0,,,0.0,0.0,
12792,1,161.0,0.0,0.0,,,0.0,0.0,
12793,3,1271.0,0.0,0.0,,,0.0,0.0,
12794,3,1237.0,0.0,0.0,,,0.0,0.0,
12795,2,632.0,1.0,25279.0,2024-06-06,2024-06-06,39.99841772151899,0.5,25279.0
12796,3,816.0,0.0,0.0,,,0.0,0.0,
12797,2,753.0,0.0,0.0,,,0.0,0.0,
12798,3,1205.0,0.0,0.0,,,0.0,0.0,
12799,2,709.0,1.0,3179.0,2023-05-09,2023-05-09,4.483779971791256,0.5,3179.0
12800,3,737.0,0.0,0.0,,,0.0,0.0,
12801,2,804.0,0.0,0.0,,,0.0,0.0,
